,link,color,status,name,resolution,screensize,screentech,cpu,rom,ram,gpu,size,rear_cam,front_cam,sim,tech,wifi,bluetooth,weigth,os,port,price
141,https://macone.vn/macbook-pro-touch-bar-13-inch-2018-mr9q2-mr9u2-core-i5-256gb-8gb-like-new/,,new,MacBook Pro 2018,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel Iris Plus Graphics 655,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,4 cổng Thunderbolt 3 ports,25.000.000 
142,https://macone.vn/macbook-pro-16-inch-2019-mvvk2-mvvm2-core-i9-16gb-1tb-new/,,new,MacBook Pro 2019,1560 x 1600,13,16-inch 3072x1920 Retina display with True Tone,Undefinded,,,AMD Radeon Pro 5500M with 4GB of GDDR6 memory,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Four Thunderbolt 3 ports,65.490.000 
143,https://macone.vn/macbook-pro-16-inch-2019-mvvj2-mvvl2-core-i7-16gb-512gb-likenew/,,new,MacBook Pro 2019,1560 x 1600,13,16-inch 3072x1920 Retina display with True Tone,Undefinded,,,AMD Radeon Pro 5300M with 4GB of GDDR6 memory,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Four Thunderbolt 3 ports,45.900.000 
144,https://macone.vn/macbook-pro-16-inch-2019-mvvj2-mvvl2-core-i7-16gb-512gb-new/,,new,MacBook Pro 2019,1560 x 1600,13,16-inch 3072x1920 Retina display with True Tone,Undefinded,,,AMD Radeon Pro 5300M with 4GB of GDDR6 memory,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Four Thunderbolt 3 ports,55.990.000 
145,https://macone.vn/macbook-pro-2019-16-inch-mvvk2-mvvm2-core-i9-16gb-1tb-like-new/,,new,MacBook Pro 2019,1560 x 1600,13,16-inch 3072x1920 Retina display with True Tone,Undefinded,,,AMD Radeon Pro 5500M with 4GB of GDDR6 memory,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Four Thunderbolt 3 ports,50.800.000 
146,https://macone.vn/macbook-pro-touch-bar-15-inch-2019-mv912-mv932-core-i9-16gb-512gb-like-new/,,new,MacBook Pro 2019,1560 x 1600,13,"15.4 inch, Retina ( 2880 x 1800 pixels)",Undefinded,,,Radeon Pro 560X with 4GB of GDDR5 memory,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,4 cổng Thunderbolt 3 ports,42.800.000 
147,https://macone.vn/macbook-pro-touch-bar-15-inch-2019-mv902-mv922-core-i7-16gb-256gb-like-new/,,new,MacBook Pro 2019,1560 x 1600,13,"15.4 inch, Retina ( 2880 x 1800 pixels)",Undefinded,,,Radeon Pro 555X with 4GB of GDDR5 memory,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,4 cổng Thunderbolt 3 ports,39.800.000 
148,https://macone.vn/macbook-air-13-inch-2019-core-i5-256gb-8gb-ram-likenew/,,new,MacBook Air 2019,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel UHD Graphics 617 graphics,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 ports,20.500.000 
149,https://macone.vn/macbook-air-13-inch-2019-core-i5-128gb-8gb-ram-likenew/,,new,MacBook Air 2019,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel UHD Graphics 617 graphics,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 ports,19.500.000 
150,https://macone.vn/macbook-air-13inch-2016-mmgg2-core-i5-256gb-8gb-ram-99/,,new,Macbook Air 2016,1560 x 1600,13,13.3-inch (diagonal) LED-backlit glossy widescreen display with support for millions of colors,Undefinded,,,Intel HD Graphics 6000,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,2 x USB 3; 1 x Thunderbolt 2; 1 x SDXC card slot; 1 x 3.5mm headphone jack,15.300.000 
151,https://macone.vn/macbook-air-13inch-2016-mmgf2-core-i5-128gb-8gb-ram-like-new/,,new,Macbook Air 2016,1560 x 1600,13,13.3-inch (diagonal) LED,Undefinded,,,Intel HD Graphics 6000,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,"2 USB, Thunderbolt 2 port , MagSafe 2 power , SDXC card slot, 3.5 mm headphone jack",14.300.000 
152,https://macone.vn/macbook-air-13-inch-2017-mqd42-core-i5-256gb-8gb-ram-like-new/,,new,Macbook Air 2017,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",12-inch (diagonal),"13.3"" 1440 x 900 LED-Backlit Glossy",intel dual-core Intel Core M3 processor 1.2GHz Core i5 Intel HD Graphics 615,,,Intel HD Graphics 6000 (Tích hợp),undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,920g,MacOS,2 x USB 3; 1 x Thunderbolt 2; 1 x SDXC card slot; 1 x 3.5mm headphone jack,16.500.000 
153,https://macone.vn/macbook-air-13inch-2017-mqd32-core-i5-128gb-8gb-ram-like-new/,,new,Macbook Air 2017,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",12-inch (diagonal),"13.3"" 1440 x 900 LED-Backlit Glossy",intel dual-core Intel Core M3 processor 1.2GHz Core i5 Intel HD Graphics 615,,,Intel HD Graphics 6000 (Tích hợp),undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,920g,MacOS,2 x USB 3; 1 x Thunderbolt 2; 1 x SDXC card slot; 1 x 3.5mm headphone jack,15.500.000 
154,https://macone.vn/macbook-air-13-inch-2017-mqd32-core-i5-128gb-8gb-ram-new/,,new,Macbook Air 2017,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",12-inch (diagonal),"13-inch, 1,440-x-900-pixel display",intel dual-core Intel Core M3 processor 1.2GHz Core i5 Intel HD Graphics 615,,,Intel HD Graphics 6000,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,920g,MacOS,2 x USB 3; 1 x Thunderbolt 2; 1 x SDXC card slot; 1 x 3.5mm headphone jack,17.890.000 
155,https://macone.vn/macbook-pro-touchbar-13-inch-2019-mv962-mv992-core-i5-2-4ghz-256gb-8gb-like-new/,,new,MacBook Pro 2019,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel Iris Plus Graphics 655,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,4 cổng Thunderbolt 3 ports,27.500.000 
156,https://macone.vn/macbook-pro-touch-bar-15-inch-2017-mptt2-mptv2-core-i7-512gb-16gb-ram-like-new/,,new,MacBook Pro Touch Bar 15 inch 2017,3072 x 1920,16,"15.4 inch, Retina ( 2880 x 1800 pixels)",Hãng không công bố Intel Core i9 Coffee Lake 2.60 GHz,,,AMD Radeon Pro 560 with 4 GB + Intel HD Graphics 630 ,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 cổng Thunderbolt 3 ports,34.800.000 
157,https://macone.vn/macbook-pro-touchbar-13-inch-2019-mv972-mv9a2-core-i5-2-4ghz-512gb-8gb-ram-like-new/,,new,MacBook Pro 2019,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel Iris Plus Graphics 655,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,4 cổng Thunderbolt 3 ports,29.500.000 
158,https://macone.vn/macbook-pro-touchbar-13-inch-2019-muhn2-muhq2-core-i5-1-4ghz-128gb-8gb-ram-like-new/,,new,MacBook Pro 2019,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel Iris Plus Graphics 645,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 ports,24.200.000 
159,https://macone.vn/macbook-pro-touchbar-13inch-2019-muhp2-muhr2-core-i5-256gb-8gb-like-new/,,new,MacBook Pro 2019,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel Iris Plus Graphics 645,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 ports,25.800.000 
160,https://macstores.vn/macbook-pro-2017-mptx2-space-gray.html,,,,,,,,,16GB of 2133 MHz RAM | 1TB SSD,AMD Radeon Pro 560 Graphics (4GB GGDR5),,,,,,,,,,,45.000.000 
161,https://macstores.vn/mvvl2-macbook-pro-16-inch-2019-new-silveri716gb512gb-2.html,,,,,,,"CPU: 2.6GHz 6-core i7-9750H (12MB cache, Turbo 4.5GHz)",,RAM: 16GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5300M with 4GB GDDR6 memory,,,,,,,,,,,52.500.000 
162,https://macstores.vn/mvvm2-macbook-pro-16-inch-2019-new-silveri916gb1tb-2.html,,,,,,,"CPU: 2.3GHz 8-core i9-9850H (12MB cache, Turbo 4.6GHz)",,RAM: 16GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 4GB GDDR6 memory,,,,,,,,,,,61.000.000 
163,https://macstores.vn/cto-macbook-pro-16-inch-2019-new-i964gb4tbvga-8gb.html,,,,,,,"CPU: 2.4GHz 8-core i9-9980HK (16MB cache, Turbo 5.0GHz)",,RAM: 64GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,,,,,,,,,,,125.000.000 
164,https://macstores.vn/max-option-macbook-pro-16-inch-2019-new-i964gb8tbvga-8gb.html,,,,,,,"CPU: 2.4GHz 8-core i9-9980HK (16MB cache, Turbo 5.0GHz)",,RAM: 64GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5500M with 8GB GDDR6 memory,,,,,,,,,,,
165,https://macstores.vn/mvvj2-macbook-pro-16-inch-2019-new-space-grayi716gb512gb-2.html,,,,,,,"CPU: 2.6GHz 6-core i7-9750H (12MB cache, Turbo 4.5GHz)",,RAM: 16GB 2666MHz DDR4 memory,VGA: AMD Radeon Pro 5300M with 4GB GDDR6 memory,,,,,,,,,,,52.500.000 
166,https://macstores.vn/macbook-pro-retina-mc976-97.html,,,,,,,– CPU : 2.6GHz quad-core Intel Core i7 processor (Turbo Boost up to 3.6GHz) with 6MB L3 cache,,– Ram Option: 8GB of 1600 MHz DDR3,– Graphic: Intel HD Graphics 4000 + NVIDIA GeForce GT 650M 1GB GDDR5,,,,,,,,,,,14.500.000 
167,https://macstores.vn/macbook-pro-retina-mjlq2-option-2-2ghz.html,,,,,,,CPU: 2.2 GHz Quad-Core Intel Core i7 (Turbo Boost 3.4 GHz),,RAM: 16 GB 1600MHz DDR3L,Graphics: Integrated Intel Iris Graphics,,,,,,,,,,,23.500.000 
168,https://macstores.vn/macbook-pro-mlw72-silver-97.html,,,,,,,CPU: 2.6 GHz Intel Core i7 Quad-Core,,Ram: 16GB of 2133 MHz,Đồ hoạ: AMD Radeon Pro 450 GPU (2GB GDDR5),,,,,,,,,,,27.000.000 
169,https://macstores.vn/macbook-pro-mpxq2-grey.html,,,,,,,CPU: 2.3 GHz Intel Core i5 Dual-Core,,Ram: 8GB of 2133 MHz RAM,Đồ hoạ: Integrated Intel Iris Graphics 640,,,,,,,,,,,26.500.000 
170,https://macstores.vn/macbook-pro-mpxt2-grey.html,,,,,,,,,8GB of 2133 MHz RAM | 512GB PCIe SSD,Integrated Intel Iris Plus Graphics 640,,,,,,,,,,,29.000.000 
171,https://macstores.vn/macbook-air-mqd32.html,,,,,,,,,8GB of 1600 MHz LPDDR3 RAM | 128GB SSD,Integrated Intel HD Graphics 6000,,,,,,,,,,,21.500.000 
172,https://macstores.vn/macbook-air-mqd42.html,,,,,,,,,8GB of 1600 MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 6000,,,,,,,,,,,24.800.000 
173,https://macstores.vn/macbook-pro-retina-md212.html,,,,,,,CPU: 2.5 GHz dual-core Intel Core i5 (Turbo Boost 3.1 GHz),,– RAM: 8 GB 1600MHz DDR3,– Graphics: Intel HD Graphics 4000,,,,,,,,,,,
174,https://macstores.vn/macbook-pro-retina-md213.html,,,,,,,– CPU: 2.5 GHz dual-core Intel Core i5 (Turbo Boost 3.1 GHz),,– RAM: 8 GB 1600MHz DDR3,– Graphics: Intel HD Graphics 4000,,,,,,,,,,,
175,https://macstores.vn/macbook-pro-retina-mc975.html,,,,,,,– CPU: 2.3GHz quad-core Intel Core i7 processor(Turbo Boost up to 3.3GHz)with 6MB L3 cache,,– Ram Option: 8GB of 1600 MHz DDR3,– Graphic: Intel HD Graphics 4000 + NVIDIA GeForce GT 650M 1GB GDDR5,,,,,,,,,,,14.000.000 
176,https://macstores.vn/macbook-pro-retina-mc976.html,,,,,,,– CPU : 2.6GHz quad-core Intel Core i7 processor (Turbo Boost up to 3.6GHz) with 6MB L3 cache,,– Ram Option: 8GB of 1600 MHz DDR3,– Graphic: Intel HD Graphics 4000 + NVIDIA GeForce GT 650M 1GB GDDR5,,,,,,,,,,,15.500.000 
177,https://macstores.vn/macbook-pro-md101.html,,,,,,,– CPU: Intel Core i5 Dual-Core 2.5 GHz,,– Ram: Internal 4GB DDR3,– Graphics: Intel HD 4000,,,,,,,,,,,10.500.000 
178,https://macstores.vn/macbook-pro-retina-md102.html,,,,,,,– CPU: 2.9GHz dual-core Intel Corei7 (Turbo Boost up to 3.6GHz) với 4MB L3 cache .,,– RAM: 8GB of 1600MHz DDR3,– Graphics: Intel HD Graphics 4000 tích hợp.,,,,,,,,,,,
179,https://macstores.vn/macbook-pro-md104.html,,,,,,,– CPU: 2.6 GHz quad-core Intel Core i7 processor with 8MB L3 cache,,"– RAM: 8GB of 1600MHz DDR3, Ổ cứng: 750GB 5400-rpm.",– Graphics: Intel HD Graphics 4000 tích hợp.,,,,,,,,,,,15.500.000 
180,https://macstores.vn/macbook-pro-retina-md103.html,,,,,,,CPU: 2.3GHz dual-core Intel Corei7 (ép xung Turbo Boost up to 3.3GHz) với 6MB L3 cache .,,"– RAM: 4GB of 1600MHz DDR3, Ổ cứng: 500GB 5400-rpm.",– Graphics: Intel HD Graphics 4000 tích hợp.,,,,,,,,,,,13.000.000 
181,https://macstores.vn/macbook-12-inch-2017-512gb-mnyn2-2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 512GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,28.500.000 
182,https://macstores.vn/macbook-pro-retina-md212-97.html,,,,,,,– CPU: 2.5 GHz dual-core Intel Core i5 (Turbo Boost 3.1 GHz),,– RAM: 8 GB 1600MHz DDR3,– Graphics: Intel HD Graphics 4000,,,,,,,,,,,
183,https://macstores.vn/macbook-pro-retina-md213-97.html,,,,,,,– CPU: 2.5 GHz dual-core Intel Core i5 (Turbo Boost 3.1 GHz),,– RAM: 8 GB 1600MHz DDR3,– Graphics: Intel HD Graphics 4000,,,,,,,,,,,
184,https://macstores.vn/macbook-pro-retina-mc975-97.html,,,,,,,– CPU: 2.3GHz quad-core Intel Core i7 processor(Turbo Boost up to 3.3GHz)with 6MB L3 cache,,– Ram Option: 8GB of 1600 MHz DDR3,– Graphic: Intel HD Graphics 4000 + NVIDIA GeForce GT 650M 1GB GDDR5,,,,,,,,,,,13.500.000 
185,https://macstores.vn/macbook-pro-retina-mf843.html,,,,,,,CPU: 3.1GHz Dual-core Intel Core i7 Broadwell,,RAM: 16GB 1866MHz LPDDR3 SDRAM,Graphics: Integrated Intel Graphics 6100,,,,,,,,,,,25.000.000 
186,https://macstores.vn/macbook-pro-retina-mf843-98.html,,,,,,,CPU: 3.1GHz Dual-core Intel Core i7 Broadwell,,RAM: 16GB 1866MHz LPDDR3 SDRAM,Graphics: Integrated Intel Graphics 6100,,,,,,,,,,,23.000.000 
187,https://macstores.vn/macbook-pro-retina-mf841.html,,,,,,,CPU: 2.9 GHz Intel Core i5 (Broadwell),,Ram: 8GB of Onboard 1866 MHz LPDDR3,Đồ hoạ: Integrated Intel Iris Graphics 6100,,,,,,,,,,,21.000.000 
188,https://macstores.vn/macbook-pro-retina-mf840.html,,,,,,,,,16GB of Onboard 1866 MHz LPDDR3 RAM,Integrated Intel Iris Graphics 6100,,,,,,,,,,,20.500.000 
189,https://macstores.vn/macbook-12-inch-2016-256gb-mlh72.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
190,https://macstores.vn/macbook-12-inch-2016-256gb-mlhe2.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
191,https://macstores.vn/macbook-12-inch-2016-256gb-mmgl2.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
192,https://macstores.vn/macbook-12-inch-2016-256gb-mlha2.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
193,https://macstores.vn/macbook-12-inch-2016-512gb-mlhf2.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
194,https://macstores.vn/macbook-12-inch-2016-512gb-mlh82.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
195,https://macstores.vn/macbook-12-inch-2016-512gb-mlhc2.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
196,https://macstores.vn/macbook-12-inch-2016-512gb-mmgm2.html,,,,,,,,,8GB of 1866 MHz LPDDR3 RAM,Integrated Intel HD Graphics 515,,,,,,,,,,,
197,https://macstores.vn/macbook-12-inch-2017-256gb-mnyf2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,
198,https://macstores.vn/macbook-12-inch-2017-256gb-mnym2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,
199,https://macstores.vn/macbook-12-inch-2017-512gb-mnyg2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 512GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,28.500.000 
200,https://macstores.vn/macbook-12-inch-2017-256gb-mnyk2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,
201,https://macstores.vn/macbook-12-inch-2017-512gb-mnyl2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 512GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,28.500.000 
202,https://macstores.vn/macbook-12-inch-2017-512gb-mnyj2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 512GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,28.500.000 
203,https://macstores.vn/macbook-pro-retina-mf841-97.html,,,,,,,CPU: 2.9 GHz Intel Core i5 (Broadwell),,Ram: 8GB of Onboard 1866 MHz LPDDR3,Đồ hoạ: Integrated Intel Iris Graphics 6100,,,,,,,,,,,19.000.000 
204,https://macstores.vn/macbook-12-inch-2017-256gb-mnyh2.html,,,,,,,,,8GB of 1866MHz LPDDR3 RAM | 256GB SSD,Integrated Intel HD Graphics 615,,,,,,,,,,,
205,https://macstores.vn/macbook-pro-retina-mf840-ram-8gb.html,,,,,,,,,8GB of Onboard 1866 MHz LPDDR3 RAM,Integrated Intel Iris Graphics 6100,,,,,,,,,,,18.800.000 
206,https://macstores.vn/macbook-pro-retina-mf840-98.html,,,,,,,,,8GB of Onboard 1866 MHz LPDDR3 RAM,Integrated Intel Iris Graphics 6100,,,,,,,,,,,17.500.000 
207,https://macstores.vn/macbook-pro-retina-mf839-98.html,,,,,,,CPU : Core i5 2.7 GHz Intel  (Broadwell),,Ram : 8GB of Onboard 1866 MHz LPDDR3,Integrated Intel Iris Graphics 6100,,,,,,,,,,,16.000.000 
208,https://macstores.vn/macbook-pro-retina-mf839-97.html,,,,,,,CPU : Core i5 2.7 GHz Intel  (Broadwell),,Ram : 8GB of Onboard 1866 MHz LPDDR3,Integrated Intel Iris Graphics 6100,,,,,,,,,,,15.000.000 
209,https://macstores.vn/macbook-pro-retina-mjlt2-option-2-8ghz1tb.html,,,,,,,CPU: 2.8 GHz Quad-Core Intel Core i7 Crystalwell,,RAM: 16 GB 1600MHz DDR3L,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,,,,,,,,,,,31.000.000 
210,https://macstores.vn/macbook-pro-retina-mf840-97.html,,,,,,,,,8GB of Onboard 1866 MHz LPDDR3 RAM,Integrated Intel Iris Graphics 6100,,,,,,,,,,,17.000.000 
211,https://macstores.vn/macbook-pro-retina-mjlt2-option-2-8ghz512gb.html,,,,,,,CPU: 2.8 GHz Quad-Core Intel Core i7 Crystalwell,,RAM: 16 GB 1600MHz DDR3L,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,,,,,,,,,,,28.500.000 
212,https://macstores.vn/macbook-pro-retina-mf839.html,,,,,,,– CPU : Core i5 2.7 GHz Intel  (Broadwell),,– Ram : 8GB of Onboard 1866 MHz LPDDR3,– Integrated Intel Iris Graphics 6100,,,,,,,,,,,16.800.000 
213,https://macstores.vn/macbook-pro-retina-mjlt2-option-2-2ghz512gb.html,,,,,,,CPU: 2.5 GHz Quad-Core Intel Core i7 (Turbo Boost 3.7 GHz) Crystalwell,,RAM: 16 GB 1600MHz DDR3L,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,,,,,,,,,,,27.500.000 
214,https://macstores.vn/macbook-pro-retina-mjlt2-98.html,,,,,,,CPU: 2.5 GHz Quad-Core Intel Core i7 (Turbo Boost 3.7 GHz) Crystalwell,,RAM: 16 GB 1600MHz DDR3L,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,,,,,,,,,,,25.000.000 
215,https://macstores.vn/macbook-pro-retina-mjlq2-97.html,,,,,,,CPU: 2.2 GHz Quad-Core Intel Core i7 (Turbo Boost 3.4 GHz),,RAM: 16GB 1600MHz DDR3L,Graphics: Integrated Intel Iris Graphics,,,,,,,,,,,25.000.000 
216,https://macstores.vn/macbook-pro-retina-mjlq2-option-2-8ghz.html,,,,,,,CPU: 2.2GHz Quad-Core Intel Core i7 Crystalwell,,RAM: 16 GB 1600MHz DDR3L,Graphics: Integrated Intel Iris Graphics,,,,,,,,,,,25.000.000 
217,https://macstores.vn/macbook-pro-mnqg2-99.html,,,,,,,,,8GB of 2133 MHz RAM | 512GB PCIe SSD,Integrated Intel Iris Graphics 550,,,,,,,,,,,26.000.000 
218,https://macstores.vn/macbook-pro-mnqf2-99.html,,,,,,,,,8GB of 2133 MHz RAM | 512GB PCIe SSD,Integrated Intel Iris Graphics 550,,,,,,,,,,,26.000.000 
219,https://macstores.vn/macbook-pro-mlvp2-99.html,,,,,,,,,8GB of 2133 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 550,,,,,,,,,,,24.000.000 
220,https://macstores.vn/macbook-pro-mlh12-99.html,,,,,,,,,8GB of 2133 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 550,,,,,,,,,,,24.000.000 
221,https://macstores.vn/macbook-pro-mluq2-97.html,,,,,,,,,8GB of 1866 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 540,,,,,,,,,,,
222,https://macstores.vn/macbook-pro-mluq2-16gb-ssd-256gb-99.html,,,,,,,,,16GB of 1866 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 540,,,,,,,,,,,23.000.000 
223,https://macstores.vn/macbook-pro-mlh12-97.html,,,,,,,,,8GB of 2133 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 550,,,,,,,,,,,22.000.000 
224,https://macstores.vn/macbook-pro-mluq2-8gb-ssd-256gb-99.html,,,,,,,,,8GB of 1866 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 540,,,,,,,,,,,21.000.000 
225,https://macstores.vn/macbook-pro-mlvp2-97.html,,,,,,,,,8GB of 2133 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 550,,,,,,,,,,,22.000.000 
226,https://macstores.vn/macbook-pro-mll42-99.html,,,,,,,,,8GB of 1866 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 540,,,,,,,,,,,21.000.000 
227,https://macstores.vn/macbook-pro-mlw92-silver-99.html,,,,,,,,,16GB of 2133 MHz RAM | 1TB PCIe SSD,AMD Radeon Pro 460 GPU (4GB GDDR5),,,,,,,,,,,39.500.000 
228,https://macstores.vn/macbook-pro-mll42-16gb-ssd-256gb-99.html,,,,,,,,,16GB of 1866 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 540,,,,,,,,,,,22.000.000 
229,https://macstores.vn/macbook-pro-mll42-97.html,,,,,,,,,8GB of 1866 MHz RAM | 256GB PCIe SSD,Integrated Intel Iris Graphics 540,,,,,,,,,,,
230,https://macstores.vn/macbook-pro-mlh52-core-i7-2-9ghz-vga-4gb-ssd-2tb-grey.html,,,,,,,,,16GB of 2133 MHz RAM | 2TB PCIe SSD,AMD Radeon Pro 460 GPU (4GB GDDR5),,,,,,,,,,,39.000.000 
231,https://macstores.vn/macbook-pro-mlh52-2-9ghz-core-i7-16gb-vga-4gb-ssd-1tb-grey.html,,,,,,,,,16GB of 2133 MHz RAM | 1TB PCIe SSD,AMD Radeon Pro 460 GPU (4GB GDDR5),,,,,,,,,,,37.000.000 
232,https://macstores.vn/macbook-pro-mlh32-grey-97.html,,,,,,,,,16GB of 2133 MHz RAM | 256GB PCIe SSD,AMD Radeon Pro 450 GPU (2GB GDDR5),,,,,,,,,,,27.000.000 
233,https://macstores.vn/macbook-pro-mlw82-silver-99.html,,,,,,,,,16GB of 2133 MHz RAM | 512GB PCIe SSD,AMD Radeon Pro 455 GPU (2GB GDDR5),,,,,,,,,,,33.000.000 
234,https://macstores.vn/macbook-pro-mlh42-grey-99.html,,,,,,,,,16GB of 2133 MHz RAM | 512GB PCIe SSD,AMD Radeon Pro 455 GPU (2GB GDDR5),,,,,,,,,,,33.000.000 
235,https://macstores.vn/macbook-pro-mlh32-grey-99.html,,,,,,,,,16GB of 2133 MHz RAM | 256GB PCIe SSD,AMD Radeon Pro 450 GPU (2GB GDDR5),,,,,,,,,,,29.000.000 
